,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
48013,i9EHm7n2pvKoliAMmCth0w,"""Hansen & Co Barber Shop""",,"""807 S Neil St""",Champaign,IL,61820,40.106749,-88.243715,5.0,18,1,Beauty & Spas;Barbers
48194,xDVK90C8qTDH5mqVQfyyjg,"""Chief/Bauer Service Experts""",,"""520 North Hickory St""",Champaign,IL,61820,40.12077,-88.2421294,2.0,10,1,Local Services;Home Services;Heating & Air Conditioning/HVAC;Home & Garden;Air Duct Cleaning;Appliances;Shopping
48414,tcf_IMRTRIGthlGVtdJLzg,"""Joe's Automotive Repair""",,"""24 Marshall St""",Champaign,IL,61820,40.1137436,-88.2419475,1.5,4,1,Auto Repair;Windshield Installation & Repair;Automotive;Transmission Repair
48638,Br2WIGAMaB6JnXUeOHSqyA,"""Midas""",,"""304 West University""",Urbana,IL,61801,40.1168107,-88.2102582,4.5,8,1,Auto Repair;Tires;Automotive;Oil Change Stations
48760,xeN57OX3lJfY96nfEx63fg,"""Garcia's Pizza In A Pan""",,"""313 N Mattis Ave""",Champaign,IL,61821,40.119051,-88.277525,3.0,37,1,Pizza;Restaurants
48856,8sCEkyczBsOEqizt3mfXyg,"""Clybourne""",,"""708 S 6th St""",Champaign,IL,61820,40.1096989,-88.2303608,3.0,29,1,Nightlife;Bars
49020,RDHH5aVSsblGfOf17P2Tjg,"""Tuesday Morning""",,"""241 S Mattis Ave""",Champaign,IL,61821,40.11443826,-88.2788876186,4.0,4,1,Shopping;Flowers & Gifts
49079,S3tKO3X1LP8vjuHSSR5KEg,"""Fairfield Inn & Suites by Marriott Champaign""",,"""1807 Moreland Blvd""",Champaign,IL,61822,40.135781,-88.251626,3.5,15,1,Hotels & Travel;Event Planning & Services;Hotels
49266,2r2-SUffzmo22lvKSiIKvg,"""Stone Creek Golf Club""",,"""2600 S Stone Creek Blvd""",Urbana,IL,61802,40.0879614,-88.1695258,4.0,3,1,Golf;Active Life
49505,7uVAFzODEJ8WHWou_DASpw,"""Angel Paws Pet Grooming & Pet Sitting""",,"""1618 W Park Ave""",Champaign,IL,61821,40.117627,-88.2740965,4.5,29,1,Pet Groomers;Pet Services;Pets;Pet Sitting
49561,KfGaDOcxPwvD-nlYtjVIpQ,"""Kcm Auto Care""",,"""1709 N Cunningham Ave""",Urbana,IL,61802,40.129519,-88.198912,4.5,28,1,Automotive;Auto Repair
49575,1oAfS5mNrgwzfeYSN9wiJw,"""Needleworks""",,"""24 E Green St, Ste 5""",Champaign,IL,61820,40.110524,-88.241673,4.5,6,0,Arts & Crafts;Shopping;Fabric Stores
49618,B9W60PTxn7XOZfk4BiTvyw,"""BrewLab Coffee""",,"""630 S 5th St""",Champaign,IL,61820,40.1106891,-88.2320542,4.5,11,1,Coffee & Tea;Food;Restaurants;Cafes
49619,nSThFcHyyjIXnlX98xBkIg,"""Innu Hair Salon""",,"""302 W Hill St""",Champaign,IL,61820,40.119483,-88.247117,3.5,13,1,Beauty & Spas;Hair Salons
49671,uvVOuCbo4_5z_J5WJVG4QQ,"""Joe's Brewery""",,"""706 S 5th St""",Champaign,IL,61820,40.109713,-88.2317829,3.0,44,1,Bars;Burgers;American (Traditional);Restaurants;Nightlife
49672,c_pScQ7eKYTesWkcqDMn-g,"""Women's Health Practice""",,"""2125 S Neil St""",Champaign,IL,61820,40.087669,-88.246806,2.5,11,1,Health & Medical;Doctors;Obstetricians & Gynecologists
49772,fqr3dm6pSQ2P9EaO2Zb9Iw,"""Mitchem Dental""",,"""1701 S Prospect Ave, Ste 201""",Champaign,IL,61820,40.0966221,-88.2581098,4.0,4,1,Pediatric Dentists;General Dentistry;Dentists;Health & Medical;Cosmetic Dentists
50011,k1cD9hgD5E-_GF_RR6-J7A,"""Office Depot""",,"""111 Convenience Ctr Rd""",Champaign,IL,61820,40.1385227,-88.2405525,3.5,3,1,Local Services;Shopping;Printing Services;Computers;Office Equipment
50115,RTmIbq33chUSa-etGiF8Lg,"""Bombay Indian Grill""",,"""302 S 1st St""",Champaign,IL,61820,40.114132,-88.238369,3.5,58,0,Indian;Pakistani;Restaurants
50150,cFXbnUGRNYI4gVR2WIBHlQ,"""Toys R US""",,"""40 E Anthony Dr""",Champaign,IL,61820,40.1357212,-88.2396522,2.5,8,1,Shopping;Toy Stores
50151,guT_rF7lF9SnXOa5FN1byw,"""College Chefs""",,"""411 E Park St, Ste 100""",Champaign,IL,61820,40.1182345,-88.2435423,5.0,3,1,Event Planning & Services;Food;Specialty Food;Personal Chefs
50191,VSHONI8c8SLcYPTGQgC9cA,"""Field & Stream""",,"""2000 N Neil St, Ste 2000B""",Champaign,IL,61820,40.1376160793,-88.2375781238,3.0,5,1,Fashion;Hunting & Fishing Supplies;Guns & Ammo;Shopping;Outdoor Gear;Sports Wear;Sporting Goods
50301,nD4cF5IH8RE7LFGdR2FMUA,"""Windy City Express""",,"""410 N Race St""",Urbana,IL,61801,40.1161882,-88.2086755,3.5,22,1,Burgers;Hot Dogs;Restaurants
50450,i9M6oO2LMUrrEytHnHjyLA,"""Kaiyo Japaneese Restaurant""",,"""2501 N Prospect Ave""",Champaign,IL,61822,40.1451769,-88.258404,3.5,15,0,Japanese;Restaurants
50533,tH9fJdyaSM1SE7Fm6X11cg,"""Starbucks""",,"""1401 W Green St""",Urbana,IL,61801,40.1092429275,-88.2272529602,3.5,6,1,Food;Coffee & Tea
50538,uJHUgUJO53V5-xz9_3c8IQ,"""Arrowhead Lanes""",,"""1401 N McKinley Ave""",Champaign,IL,61821,40.1302252,-88.2634345,3.5,8,1,Bowling;Active Life
50539,PUuB4HzEd7CTrcusPpz-NA,"""Secretary of State""",,"""2401 W Bradley Ave""",Champaign,IL,61821,40.1272997,-88.2863586,2.0,10,0,Public Services & Government;Departments of Motor Vehicles
50608,leoEzfEj27czYZEgBJdK5w,"""Prairie Fruits Farm & Creamery""",,"""4410 N Lincoln Ave""",Champaign,IL,61822,40.1622186,-88.2099078,5.0,16,1,Cheese Shops;Ice Cream & Frozen Yogurt;Farmers Market;Arts & Entertainment;Food;Farms;Specialty Food
50641,NXERVbjRdwe0Deg4d_fVlA,"""Koto Ramen""",,"""508 E Green Street""",Champaign,IL,61820,40.110827,-88.231612,2.0,30,0,Steakhouses;Restaurants;Asian Fusion;Ramen;Japanese;Sushi Bars
50935,tCW6uSKpuWw3rQLg0C9QcA,"""Pickwick Coffee Roasting""",,"""308 E Green St, Ste 1""",Champaign,IL,61820,40.1105359,-88.2342809,5.0,5,0,Bakeries;Coffee Roasteries;Coffee & Tea;Food
51050,fffEiPIzk0YIqElkYo5S2g,"""May's Alterations""",,"""905 S Neil, Unit D""",Champaign,IL,61820,40.105187,-88.243851,4.0,18,1,Local Services;Sewing & Alterations
51125,XIMUsIYfcMuY8G8gq10fyw,"""Melby Chiropractic""",,"""314 S Neil St""",Champaign,IL,61820,40.1127759,-88.243229,5.0,7,1,Chiropractors;Health & Medical
51126,MV2sYTXcBz7bH4a960ac7w,"""IHOP""",,"""308 E Green St""",Champaign,IL,61820,40.1105469,-88.234234,2.5,13,0,Diners;Breakfast & Brunch;Restaurants
51331,Wrpst2ycDWUtrzk5D195sg,"""Busey""",,"""100 W University Ave, Ste 100""",Champaign,IL,61820,40.116545,-88.2447308,1.5,3,1,Banks & Credit Unions;Financial Services
51332,62Ibju8UmUZtPIBLDS_nUw,"""Tasty Fish Chicken & Grill""",,"""705 N Neil St""",Champaign,IL,61820,40.1221402,-88.2435608,3.5,6,1,Restaurants;American (Traditional);Fish & Chips
51420,JbWQtVLQDEOBlvbVWk2OFg,"""Chipotle Mexican Grill""",,"""903 W Anthony Dr, Ste A""",Champaign,IL,61820,40.1361978,-88.2599453,3.0,40,1,Fast Food;Mexican;Restaurants
51437,7zTivhugiT3IwvusTe2WRw,"""Yoga Institute of Champaign-Urbana""",,"""407 W Springfield Ave""",Urbana,IL,61801,40.112111,-88.212589,4.0,8,1,Yoga;Active Life;Fitness & Instruction
51484,T8aBZQSMspreqNZoV8cCgw,"""SK Exteriors""",,"""305 Tiffany Ct""",Champaign,IL,61822,40.1158897,-88.3179331,2.5,3,1,Windows Installation;Roofing;Gutter Services;Home Services;Local Services;Fences & Gates;Snow Removal;Contractors
51575,ENAEFivSyxH-Vo22pwLdxw,"""Subaru of Champaign County""",,"""1402 N Dunlap Ave""",Savoy,IL,61874,40.0691390573,-88.2483673096,3.5,13,1,Auto Repair;Automotive;Car Dealers;Auto Parts & Supplies
51611,2e5Q-0Pr23NFEhgpYG8cFw,"""Crepe De Licious""",,"""1401 W Green St""",Urbana,IL,61801,40.1097387,-88.2273147,2.5,10,0,Desserts;Burgers;Food;Restaurants;Breakfast & Brunch;Hot Dogs
51658,0V-A3bUWkTmdV51xVh2O9Q,"""Deni's Door Service""",,"""385 County Rd 2400 E""",Broadlands,IL,61816,39.933592,-88.010371,5.0,4,1,Garage Door Services;Door Sales/Installation;Hardware Stores;Contractors;Home Services;Home & Garden;Shopping;Building Supplies;Real Estate
51722,tr_xyTPLCy_iBhg6GFL2Rw,"""Browne's Fine Jewelry""",,"""302 W Kirby Ave""",Champaign,IL,61820,40.098318,-88.2468743,4.0,10,0,Jewelry;Shopping
51723,PWjngofubkLClcJLt16L-Q,"""Kay Jewelers""",,"""2000 N Neil St Spc 355""",Champaign,IL,61820,40.1427776,-88.243865,1.5,3,1,Shopping;Jewelry
51889,w9h-pTp1K6JMos-xzl3Wyw,"""Hot Wok Express""",,"""1102 W University Ave""",Urbana,IL,61801,40.1166669,-88.2226072,3.0,23,1,Restaurants;Chinese
51894,TD1GRFBmBmxHws0JKeY97A,"""The Main Street Wingery""",,"""101 N Lombard St""",Mahomet,IL,61853,40.194428,-88.400053,3.0,12,0,Restaurants;Food;Burgers;Nightlife;Chicken Wings;Bars;American (Traditional)
51895,RePugRsryh7skCUdEAeDfQ,"""Breaking Taco""",,"""608 E Main St""",Mahomet,IL,61853,40.1943812,-88.4003192,5.0,6,1,Mexican;New Mexican Cuisine;Restaurants
51984,P4HqDYI1icascvcwca7iLg,"""Macy's""",,"""2000 N Neil St""",Champaign,IL,61820,40.141029,-88.244222,2.5,12,1,Shopping;Department Stores;Men's Clothing;Fashion;Women's Clothing;Shoe Stores
52011,JZXLgxJLKd9T-R6hrJhRZg,"""Red Star Liquors""",,"""114 S Race St""",Urbana,IL,61801,40.111959,-88.208652,4.5,6,0,Lounges;Bars;Nightlife
52085,uf8WNaHKKssMUbQVg8nJ7g,"""Jimmy John's""",,"""102 E University, Ste A""",Urbana,IL,61801,40.1168049,-88.2071079,2.5,18,1,Food;Sandwiches;Restaurants;Food Delivery Services;Delis
52170,2BEJCBkNzOBXaydBJf5k0A,"""Sonic""",,"""601 N Mattis Ave""",Champaign,IL,61821,40.1213626,-88.2775335,3.0,16,1,Fast Food;Restaurants
52217,dtKy808TwAgtOcwSCbXFJw,"""Jipbap Taste of Korea""",,"""601 S 6th St, Ste 101""",Champaign,IL,61820,40.1113775415,-88.2304946461,4.0,52,1,Korean;Restaurants
52277,HT1Y9Q1nkSqve-xxgfEQwQ,"""Arby's""",,"""760 W Champaign Ave""",Rantoul,IL,61866,40.3087751,-88.1743298,4.0,3,1,Sandwiches;Restaurants;Fast Food
52390,eJtmOfqwGj5sYKQrB01oWQ,"""Slim Chickens""",,"""2037 S Neil St""",Champaign,IL,61820,40.0905314,-88.2463795,3.0,47,1,Restaurants;Southern;Comfort Food;Chicken Wings
52391,ffacanjbTeV8qP0puOW4xQ,"""Jiya Beauty Salon""",,"""7 Convenience Center Rd""",Champaign,IL,61820,40.1400777,-88.2425864,4.0,19,1,Beauty & Spas;Threading Services;Eyebrow Services;Hair Removal;Skin Care
52500,zp3rZNu-5qonTL3ByPYOUg,"""Fat Sandwich Company""",,"""502 E John St""",Champaign,IL,61820,40.1092381,-88.2315641,3.5,84,1,Restaurants;Sandwiches
52543,zUayeEQ3_1fM_71X_1PdGQ,"""Let's Take a Seat: Thai Cuisine""",,"""2506 Village Green Pl""",Champaign,IL,61822,40.0818267,-88.2963454,3.5,30,0,Thai;Restaurants
52555,THC1S01liu8wIeg2ienLiw,"""Howbowda Bagel""",,"""611 E Green St, Campustown""",Champaign,IL,61820,40.1164204,-88.2433829,3.0,8,0,Food;Bagels
52708,RLKjtWefVl3I5E-7EgHkJA,"""Green Street Realty""",,"""34 E Green St, Ste 10""",Champaign,IL,61820,40.110496,-88.240832,2.0,5,0,Property Management;Real Estate;Home Services;Real Estate Services
52709,PGUuVJEzM0H-ZMB6m1D6Ig,"""Boltini Lounge""",,"""211 N Neil St""",Champaign,IL,61820,40.117733,-88.243876,4.0,74,0,Nightlife;Restaurants;Beer;Wine & Spirits;Gastropubs;Bars;Food;Lounges
52759,rOOsFYRPiTOcOnaiChJklQ,"""Alexandra's""",,"""1408 W White St.""",Champaign,IL,61820,40.114831,-88.269366,5.0,5,0,Sewing & Alterations;Local Services
52760,Gxf0MzHfznm3vmF2E764xg,"""The Dog Den""",,"""52 East Washington St""",Champaign,IL,61820,40.120261,-88.240668,4.5,10,1,Pet Training;Pets;Pet Sitting;Pet Services;Pet Groomers
52761,LcD9KtQ52qTwhJEahO8ohQ,"""Barr Real Estate""",,"""1710 S Neil St, Ste 1""",Champaign,IL,61820,40.0947376,-88.2448367,1.0,4,1,Apartments;Home Services;Real Estate;Property Management
52845,pB7yPecmxoJEa0FjKdkznw,"""G-Mart Comics""",,"""205 N Market St""",Champaign,IL,61820,40.1175979,-88.2413998,4.5,12,1,Comic Books;Books;Mags;Music & Video;Shopping;Toy Stores
52885,b-FBGE42RQQ56Wr2_O9Y5w,"""Millbern Automotive""",,"""712 N Cunningham Ave""",Urbana,IL,61802,40.1199262,-88.2025271,5.0,5,1,Auto Repair;Automotive;Tires;Oil Change Stations
52945,nj7In2EbDVhCb5C0NPNkuQ,"""UI Auto Club Car""",,"""2602 N Mattis Ave, Ste 103""",Champaign,IL,61822,40.1448630856,-88.275898844,5.0,3,1,Car Wash;Automotive;Auto Detailing
52952,uqBjt4GwuUi4voeBSDleRQ,"""T & G Maintenance & Construction""",,"""2204 W John, Unit B""",Champaign,IL,61821,40.109645,-88.283499,5.0,13,1,Roofing;Handyman;Windows Installation;Contractors;Cabinetry;Kitchen & Bath;Home & Garden;Flooring;Shopping;Home Services;Plumbing
53046,fZQ3QjGMRELHG9f0WnN8vw,"""The Habitat for Humanity ReStore""",,"""119 E University Ave""",Champaign,IL,61820,40.1160509,-88.2377651,4.5,23,1,Home Services;Shopping;Furniture Stores;Building Supplies;Home & Garden;Books;Mags;Music & Video;Department Stores;Vinyl Records;Fashion;Thrift Stores
53287,kNtToQSP_Y5U8tznLXuCaw,"""Farren's Pub & Eatery""",,"""308 N Randolph St""",Champaign,IL,61820,40.118679,-88.244834,4.0,237,1,Restaurants;Bars;Nightlife;Pubs
53316,XuByFsXXhnKmZ6hxucOj7A,"""301 Mongolia""",,"""301 N Neil St""",Champaign,IL,61820,40.1189773,-88.2442721,3.5,59,1,Mongolian;Restaurants
53454,qQwJ97VEyuMyPgDWF_Speg,"""West Quad""",,"""29 E Green St""",Champaign,IL,61820,40.109905,-88.241593,2.5,6,1,Home Services;Apartments;Real Estate
53455,Tiu3iRXMlzEEI6Epp3I8lg,"""Cafe Sababa""",,"""503 E John St""",Champaign,IL,61820,40.108761,-88.231538,5.0,5,1,Pizza;Restaurants;Kosher;Vegetarian
53546,k5ufD47Z0t3rkyIYpXoT5Q,"""Sprint Store""",,"""61 E Marketview Dr""",Champaign,IL,61820,40.1369699839,-88.2399818303,1.0,3,1,Mobile Phone Accessories;Telecommunications;Shopping;IT Services & Computer Repair;Electronics;Local Services;Mobile Phones
53637,joIZbPR6H-2MTGQGLzCXsA,"""Geschenk Boutique""",,"""228 E Lincoln""",Saint Joseph,IL,61873,40.111621,-88.041188,5.0,4,1,Flowers & Gifts;Shopping;Coffee & Tea;Gift Shops;Event Planning & Services;Food;Ice Cream & Frozen Yogurt;Cards & Stationery;Jewelry;Arts & Crafts
53643,O1xMVmaQIluqgBQqlR-Oqw,"""Sylvia's Irish Inn""",,"""312 W Green St""",Champaign,IL,61820,40.1101535,-88.2475493,5.0,3,1,Bed & Breakfast;Hotels & Travel
53794,3Sstn_TJAopMb6StUy09ow,"""Faith Church of Urbana""",,"""2111 N Willow Rd""",Urbana,IL,61801,40.1316089,-88.2007095,4.0,4,1,Religious Organizations;Middle Schools & High Schools;Education;Elementary Schools;Churches
53805,7U7uLS9YjjhBM1SoyNH30w,"""Basmati Indian Cuisine""",,"""302 S 1st St""",Champaign,IL,61820,40.114132,-88.238369,2.5,4,0,Vegetarian;Restaurants;Indian;Pakistani
53916,LMwmAg_HZWDlynnIkGPnVQ,"""Anderson Automotive""",,"""608 S Country Fair Dr""",Champaign,IL,61821,40.1097899,-88.282532,5.0,6,1,Automotive;Auto Repair
53987,efld3-EC05DQ74g0Nkx5fw,"""MasterCuts""",,"""2000 N Neil St Ste 425, Market Place Mall""",Champaign,IL,61820,40.142741,-88.242337,1.0,4,1,Hair Salons;Hair Stylists;Beauty & Spas
54088,G_ly5CisletsxEoJImPBhw,"""Historic Lincoln Hotel""",,"""209 S Broadway Ave""",Urbana,IL,61801,40.111028,-88.207883,2.0,5,0,Hotels;Event Planning & Services;Hotels & Travel
54324,Cd_JVOq_cBueqB9q3X0rkQ,"""Ginza & Co""",,"""315 E University Ave""",Champaign,IL,61820,40.116052,-88.233756,4.0,3,0,Florists;Shopping;Flowers & Gifts
54414,WTu8B3igPYJlkJ2gHzrBYw,"""M Sushi & Grill""",,"""715 S Neil St, Ste A""",Champaign,IL,61820,40.1076853,-88.2436688,4.5,38,1,Korean;Sushi Bars;Seafood;Asian Fusion;Japanese;Restaurants
54467,90-SH6kAdzQfld_ydZljyA,"""Plato's Closet""",,"""29 E Marketview Dr""",Champaign,IL,61820,40.1374653,-88.2414285,3.0,9,1,Used;Vintage & Consignment;Fashion;Shopping
54572,Hx-um-V0sTHjMZX0UcW0kA,"""Dairy Queen""",,"""601 E Oak St""",Mahomet,IL,61853,40.1916275024,-88.4017791748,1.5,10,1,Fast Food;Ice Cream & Frozen Yogurt;American (Traditional);Burgers;Restaurants;Food
54617,JCunPD7s6TWHp7e9n-IZew,"""Roto-Rooter Plumbing & Drain Services""",,"""824 Pioneer St""",Champaign,IL,61820,40.1295814514,-88.2556395239,2.5,7,1,Building Supplies;Home Services;Plumbing;Contractors
54619,PpfKNt980UC4KUFxfoxNXw,"""LensCrafters""",,"""2000 N Neil St""",Champaign,IL,61820,40.1425101,-88.244285,2.0,10,1,Optometrists;Shopping;Health & Medical;Eyewear & Opticians;Doctors;Ophthalmologists
54698,y2V42mxWvVoH4NvUT_n8eg,"""Red Robin Gourmet Burgers""",,"""2010 N Neil St""",Champaign,IL,61820,40.141131,-88.246249,2.5,54,1,African;American (Traditional);Restaurants;Burgers
54710,fzeoB94sPrXpjScO9puoiA,"""N Tailor & Alterations""",,"""1401 N Prospect Ave""",Champaign,IL,61820,40.1295194,-88.2583899,3.5,8,1,Local Services;Sewing & Alterations
55090,fsklFcY47qJIr0mjgobuUg,"""Ford City""",,"""300 Carriage Center Ct""",Champaign,IL,61820,40.090444,-88.24743,2.5,3,0,Auto Parts & Supplies;Automotive;Car Dealers;Auto Repair
55091,5TQ_BePxXGNOlgAZN6wDSA,"""The Dragons Table""",,"""205 N Market St""",Champaign,IL,61820,40.1171407,-88.2414942,4.5,4,0,Hobby Shops;Shopping
55093,MRE5_phUbPZFcNOsBjIUyQ,"""HoneyBaked Ham & Cafe""",,"""2028 N Prospect Ave""",Champaign,IL,61822,40.1410498,-88.2551505,4.0,5,1,Restaurants;Sandwiches;American (New)
55132,p59c-k_zK1MwqFJUGVvI5g,"""Gasoline Alley""",,"""61 E Springfield Ave""",Champaign,IL,61820,40.112393,-88.2390099,2.5,3,1,Automotive;Auto Repair
55315,V8cUCiIsactM-_TdoBDn_w,"""Salon Xpression""",,"""2027 S Neil St""",Champaign,IL,61820,40.0909965,-88.2474822,4.0,6,1,Nail Salons;Beauty & Spas;Waxing;Hair Removal
55366,yC-i4cPTsb9zI-BKaDXnWg,"""Spritz Jewelry""",,"""205 N Neil St""",Champaign,IL,61820,40.1176213,-88.2437887,2.5,7,1,Shopping;Jewelry;Watch Repair;Home & Garden;Local Services;Baby Gear & Furniture;Jewelry Repair;Home Decor
55367,Q8kTugdx8Iw5AzRzz6qd8w,"""Chester's BBQ""",,"""302 S Neil St""",Champaign,IL,61820,40.113786,-88.243041,4.5,7,1,Barbeque;Street Vendors;Restaurants;Food;Food Trucks
55372,T0sMsXt_e4fBQXd8PP-YnA,"""Presence Covenant Medical Center""",,"""1400 W Park St""",Urbana,IL,61801,40.1179461,-88.2274949,1.5,7,1,Health & Medical;Medical Centers
55523,bAQa9wmXXRVsD2qE50Ef2w,"""Dave's Collision Repair""",,"""1402 Hagan St""",Champaign,IL,61820,40.1298664,-88.2544619,5.0,5,1,Body Shops;Automotive
55551,UPqjs8ksW3e3wF-U5SoA6A,"""Daly's Sports Bar""",,"""116 Washington St""",Philo,IL,61864,40.0070911087,-88.1587987061,4.5,3,1,Nightlife;Sports Bars;Bars
55631,831BmmuoZF8px1KhBmRB9w,"""Rocks""",,"""25 E Springfield Ave""",Champaign,IL,61820,40.112114,-88.241292,3.5,3,0,Restaurants;American (Traditional)
55701,N9osJe0lQOdnd3xLUkJVMw,"""Subway""",,"""Highway 36""",Tuscola,IL,61953,39.7915258,-88.2645099,3.5,3,1,Sandwiches;Fast Food;Restaurants
55752,AUoYd7F20On4N7SAWPlJRg,"""Midwest Cellular""",,"""706 W Marketview Dr""",Champaign,IL,61822,40.137859,-88.255574,1.5,4,0,Shopping;Mobile Phones
55892,0LCgN42C9H6iqClFevdiBA,"""Papa George""",,"""505 S Neil St""",Champaign,IL,61820,40.1111456,-88.2441689,3.5,10,0,Restaurants;Mediterranean;Greek
55922,Y6zO_4vMO2KLPuNJNneROw,"""Dandelion Vintage & Used Clothing""",,"""100 N Chestnut St""",Champaign,IL,61820,40.1168536,-88.2406104,5.0,3,1,Shopping;Costumes;Used;Vintage & Consignment;Arts & Crafts;Fashion
56139,A_6ahQ64oW8c8X-FHohTqA,"""Champaign Appliance Center""",,"""909 W Bloomington Rd""",Champaign,IL,61821,40.13257,-88.259549,3.0,4,1,Appliances;Shopping;Local Services;Home & Garden;Appliances & Repair
56199,AW_d5hMf7sI6yHrz4Ujv8w,"""Casa Real""",,"""1204 Bear Ln""",Monticello,IL,61856,40.0088287873,-88.5763521865,4.0,3,1,Chicken Wings;Bars;Mexican;New Mexican Cuisine;Restaurants;Nightlife;Cocktail Bars
56487,1uq24KQXqJPz3xlVJJqXLA,"""Steve Tarrant - State Farm Insurance Agent""",,"""106 W Springfield Ave""",Champaign,IL,61820,40.1128685,-88.2445287,4.0,4,1,Home & Rental Insurance;Financial Services;Auto Insurance;Insurance
56647,2zAj0Tqc1i8bz_FTxPVvIg,"""TK Service Center""",,"""806 Perkins Rd""",Urbana,IL,61802,40.127676,-88.197965,5.0,4,1,Auto Repair;Automotive
56677,x0PF0MvzyRrKbF00xqlIMw,"""Ray's Heating & Cooling""",,"""806 E Main St""",Urbana,IL,61802,40.113198,-88.1986711,3.5,3,1,Plumbing;Home Services;Heating & Air Conditioning/HVAC
56715,erc6gt6BdeylBn-BUPXJCg,"""Ashley HomeStore""",,"""602 W Anthony Dr""",Champaign,IL,61822,40.1361116,-88.2528596,1.5,22,1,Home Decor;Mattresses;Shopping;Furniture Stores;Home & Garden
56882,yW_8mPOU_7ee2XQy2BqOYg,"""Sephora""",,"""2000 N Neil St, Ste 600""",Champaign,IL,61820,40.1432218512,-88.2445719892,4.5,5,1,Shopping;Beauty & Spas;Cosmetics & Beauty Supply
56883,w73NcxMQmDsqVKu3zVSJtg,"""Illini Inn""",,"""901 S 4th St""",Champaign,IL,61820,40.107661,-88.233757,3.5,18,0,Bars;Nightlife;Dive Bars
56896,VIJ2KiDKhUVhhpNylEIfog,"""Maize Mexican Grill""",,"""60 E Green Street""",Champaign,IL,61820,40.1104086,-88.2389546,4.5,470,1,Mexican;Restaurants
56928,nlu8cGG9oNp4oKulbwk6pQ,"""Red's Muffler Shop""",,"""102 W University Ave""",Urbana,IL,61801,40.116802,-88.207854,4.5,12,1,Auto Repair;Automotive
57129,3QMqesQ8a9owW7DmqcgJsQ,"""Pampered Pet Grooming and Dog Training""",,"""2 Henson Pl, Ste 3""",Champaign,IL,61820,40.133373,-88.247811,4.0,11,1,Pet Services;Dog Walkers;Pets;Pet Training;Pet Sitting;Pet Groomers
57245,ViJjcvNH_Up1mXZ5NieApg,"""County Market""",,"""331 E Stoughton St""",Champaign,IL,61820,40.1130698,-88.2339571,3.5,32,1,Grocery;Food
57284,8pqANktAdy7crnxSLWRaYw,"""The Main Street Pub of Monticello""",,"""113 W Main St""",Monticello,IL,61856,40.0247314519,-88.5726846514,4.0,11,1,Restaurants;American (Traditional)
57297,b8zjLuBTk3SfqcNEMJUnDA,"""Fat City Saloon""",,"""505 S Chestnut St""",Champaign,IL,61820,40.110967,-88.242733,2.5,3,0,Arts & Entertainment;Restaurants;American (Traditional);Bars;Music Venues;American (New);Nightlife
57298,OKr-300J8R-htRPS0adPDw,"""Salvation Army""",,"""109 W John St""",Champaign,IL,61820,40.1084137,-88.2444302,3.0,4,0,Shopping;Thrift Stores
57580,W9DuuL63NQ6gT9vlPoZpBw,"""Ruth's Salon""",,"""1314 W Church St""",Champaign,IL,61821,40.118607,-88.268807,4.0,3,1,Beauty & Spas;Hair Salons
58009,6ztJ5JUDt6qxEuPegkNcvA,"""Flora Gems""",,"""302 W Kirby Ave""",Champaign,IL,61820,40.0983182,-88.246874,5.0,3,1,Gold Buyers;Shopping;Local Services;Jewelry;Jewelry Repair;Watches
58010,zWVAg3TITCA6Rnolas_ycw,"""Super 8 Champaign""",,"""202 Marketview Dr., I-74 exit 182""",Champaign,IL,61820,40.1385239,-88.245764,2.5,13,1,Hotels;Event Planning & Services;Hotels & Travel
58016,ndyX7UHI9XHWmZklg_TCxQ,"""Pasha Mediterranean Cuisine""",,"""2506 Village Green Pl""",Champaign,IL,61822,40.0816364,-88.2963618,2.0,12,0,Greek;Mediterranean;Restaurants
58056,SFh9uHtGR1lVPH2RTS2SWQ,"""McDonalds""",,"""616 E Green St""",Champaign,IL,61820,40.1104207856,-88.2297450105,3.0,21,1,American (Traditional);Burgers;Restaurants;Fast Food
58085,usqqunF6NTw_H0yPwaT5fQ,"""Carter's Furniture""",,"""410 N Vine St""",Urbana,IL,61802,40.1152909,-88.2042433,2.0,4,1,Home & Garden;Home Services;Furniture Stores;Interior Design;Mattresses;Shopping
58228,TWcilg9o0HMAnXvMNwfXRg,"""Amara Yoga & Arts""",,"""300 S Broadway Ave, Ste 156B, Lincoln Square Village""",Urbana,IL,61801,40.1105839,-88.2070866,3.5,10,1,Arts & Entertainment;Art Galleries;Fitness & Instruction;Yoga;Shopping;Active Life
58302,Wdy7J_EOL2lvDKSscdQ4Pw,"""Black Rock Pizza Co.""",,"""114 S Race St""",Urbana,IL,61801,40.111959,-88.208652,4.0,9,0,Sports Bars;Pizza;Nightlife;Restaurants;Bars
58303,UhIn-oyRBnr3BB8gqFtT2w,"""Classic Events""",,"""919 W Illinois St""",Urbana,IL,61801,40.1086733,-88.2211031,2.5,3,1,Event Planning & Services;Caterers
